"texto","area"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. PM-882/2023. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Contratação de empresa especializada para troféus e medalhas nas praças do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Esporte e Lazer"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE TERMO ADITIVO. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Contratação de empresa especializada para uniformes esportivos em projetos sociais de contraturno, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Esporte e Lazer"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços gramado sintético para o ginásio de esportes central, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Esporte e Lazer"
"PREGÃO ELETRÔNICO Nº 518/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Prestação de serviços iluminação de campos de futebol para o ginásio de esportes central. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Esporte e Lazer"
"EXTRATO DE CONTRATO Nº 535/2024 - PROCESSO: 2024/09812. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Aquisição de manutenção de piscinas públicas visando o fomento do esporte amador. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Esporte e Lazer"
"DISPENSA DE LICITAÇÃO Nº 832/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Aquisição de manutenção de piscinas públicas nas praças do município. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Esporte e Lazer"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 15.000.000/0001-00. Objeto: Contratação de empresa especializada para manutenção de piscinas públicas visando o fomento do esporte amador. Valor Estimado: R$ 345.600,00, com base na art. 25, caput, da Lei 8.666/93.","Esporte e Lazer"
"EXTRATO DE CONTRATO Nº 806/2024 - PROCESSO: 2023/00456. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Construção de quadras poliesportivas para o ginásio de esportes central. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Esporte e Lazer"
"TOMADA DE PREÇOS Nº 460/2024 - PROCESSO: 2024/09812. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Reforma de iluminação de campos de futebol para os Jogos Escolares Municipais. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Esporte e Lazer"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. PM-882/2023. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços troféus e medalhas nas praças do município, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Esporte e Lazer"
"TERMO DE RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 80.000.000/0001-00. Objeto: Contratação de empresa especializada para arbitragem para campeonatos para o ginásio de esportes central. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Esporte e Lazer"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE SAÚDE e CONSTRUTORA ALPHA LTDA. OBJETO: Fornecimento de gramado sintético em projetos sociais de contraturno. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 09/06/2026.","Esporte e Lazer"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Aquisição de arbitragem para campeonatos nas praças do município. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 31/05/2026.","Esporte e Lazer"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: PREFEITURA MUNICIPAL e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Reforma de uniformes esportivos para os Jogos Escolares Municipais. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 26/05/2026.","Esporte e Lazer"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Contratação de empresa especializada para kits de material esportivo para o ginásio de esportes central. VALOR GLOBAL: R$ 15.400,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 04/07/2026.","Esporte e Lazer"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 76.000.000/0001-00. Objeto: Reforma de instalação de academias ao ar livre nas praças do município. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Esporte e Lazer"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: PREFEITURA MUNICIPAL e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Reforma de instalação de academias ao ar livre para o ginásio de esportes central. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 03/07/2026.","Esporte e Lazer"
"DISPENSA DE LICITAÇÃO Nº 681/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Fornecimento de armamento e munição para a Secretaria Municipal de Segurança Pública. VALOR: R$ 345.600,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TERMO DE RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 68.000.000/0001-00. Objeto: Prestação de serviços de manutenção em coletes balísticos para a central de monitoramento da cidade. Valor Estimado: R$ 89.000,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Segurança"
"EXTRATO DE CONTRATO Nº 667/2024 - PROCESSO: 2024/09812. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Registro de preços para treinamento tático para a Guarda Municipal. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Fornecimento de treinamento tático para reforço do policiamento local e prevenção, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Segurança"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 93.000.000/0001-00. Objeto: Registro de preços para cães farejadores para reforço do policiamento local e prevenção. Valor Estimado: R$ 89.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Segurança"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 32.000.000/0001-00. Objeto: Prestação de serviços de manutenção em sistema de radiocomunicação para a central de monitoramento da cidade. Valor Estimado: R$ 1.250.000,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Segurança"
"TERMO DE RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de TECNOLOGIA INTEGRADA LTDA, inscrita no CNPJ sob nº 18.000.000/0001-00. Objeto: Aquisição de drones para patrulhamento visando o patrulhamento preventivo. Valor Estimado: R$ 1.250.000,00, com base na Lei 14.133/2021.","Segurança"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Fornecimento de armamento e munição visando o patrulhamento preventivo. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 04/08/2026.","Segurança"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e TECNOLOGIA INTEGRADA LTDA. OBJETO: Fornecimento de cães farejadores para a central de monitoramento da cidade. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 23/06/2026.","Segurança"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 49.000.000/0001-00. Objeto: Contratação de serviços armamento e munição visando o patrulhamento preventivo. Valor Estimado: R$ 345.600,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PM-882/2023. PARTES: PREFEITURA MUNICIPAL X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Registro de preços para cães farejadores para a Guarda Municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Registro de preços para viaturas policiais visando o patrulhamento preventivo, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Segurança"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 87.000.000/0001-00. Objeto: Registro de preços para viaturas policiais para os agentes de trânsito. Valor Estimado: R$ 5.600.000,00, com base na Lei 14.133/2021.","Segurança"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: PREFEITURA MUNICIPAL e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Locação de fardamento completo visando o patrulhamento preventivo. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 07/05/2026.","Segurança"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Registro de preços para coletes balísticos para os agentes de trânsito. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 23/06/2026.","Segurança"
"DISPENSA DE LICITAÇÃO Nº 828/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Registro de preços para coletes balísticos para a central de monitoramento da cidade. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TOMADA DE PREÇOS Nº 343/2024 - PROCESSO: 112233/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO DO CONTRATO: Prestação de serviços de manutenção em armamento e munição nas escolas municipais. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"PREGÃO ELETRÔNICO Nº 746/2024 - PROCESSO: 112233/2023. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Contratação de serviços equipamentos de proteção individual (EPI) para a central de monitoramento da cidade. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. PM-882/2023. PARTES: PREFEITURA MUNICIPAL X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Locação de armamento e munição para os agentes de trânsito, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Registro de preços para câmeras de monitoramento urbano visando o patrulhamento preventivo, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 2023/00456. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Contratação de serviços armamento e munição para os agentes de trânsito, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE TERMO ADITIVO. Ref. Proc. 0012.0034/2024. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Registro de preços para drones para patrulhamento nas escolas municipais, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Segurança"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 33.000.000/0001-00. Objeto: Aquisição de sistema de radiocomunicação para a central de monitoramento da cidade. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Segurança"
"DISPENSA DE LICITAÇÃO Nº 36/2024 - PROCESSO: 2024/09812. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Registro de preços para câmeras de monitoramento urbano para reforço do policiamento local e prevenção. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"INEXIGIBILIDADE DE LICITAÇÃO Nº 93/2024 - PROCESSO: 112233/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Fornecimento de equipamentos de proteção individual (EPI) para reforço do policiamento local e prevenção. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TOMADA DE PREÇOS Nº 29/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Aquisição de armamento e munição para a central de monitoramento da cidade. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TERMO DE RATIFICAÇÃO DE TOMADA DE PREÇOS. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 18.000.000/0001-00. Objeto: Registro de preços para treinamento tático para reforço do policiamento local e prevenção. Valor Estimado: R$ 345.600,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Segurança"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: 112233/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Registro de preços para fardamento completo para a central de monitoramento da cidade. VALOR GLOBAL: R$ 15.400,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 27/05/2026.","Segurança"
"DISPENSA DE LICITAÇÃO Nº 336/2024 - PROCESSO: PM-882/2023. CONTRATANTE: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Aquisição de viaturas policiais para a Secretaria Municipal de Segurança Pública. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 70.000.000/0001-00. Objeto: Fornecimento de treinamento tático visando o patrulhamento preventivo. Valor Estimado: R$ 89.000,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Segurança"
"AVISO DE LICITAÇÃO Nº 508/2024 - PROCESSO: 112233/2023. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Registro de preços para sistema de radiocomunicação para a Guarda Municipal. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"EXTRATO DE REGISTRO DE PREÇOS Nº 321/2024 - PROCESSO: 112233/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Prestação de serviços de manutenção em treinamento tático para a Secretaria Municipal de Segurança Pública. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Aquisição de coletes balísticos para reforço do policiamento local e prevenção. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 05/05/2026.","Segurança"
"EXTRATO DE REGISTRO DE PREÇOS Nº 978/2024 - PROCESSO: PMSC-098/24. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Fornecimento de coletes balísticos para reforço do policiamento local e prevenção. VALOR: R$ 1.250.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"TERMO DE RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 42.000.000/0001-00. Objeto: Contratação de serviços cães farejadores nas escolas municipais. Valor Estimado: R$ 15.400,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Segurança"
"TERMO DE RATIFICAÇÃO DE AVISO DE LICITAÇÃO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 58.000.000/0001-00. Objeto: Locação de fardamento completo para reforço do policiamento local e prevenção. Valor Estimado: R$ 210.000,00, com base na Lei 14.133/2021.","Segurança"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e CONSTRUTORA ALPHA LTDA. OBJETO: Fornecimento de sistema de radiocomunicação visando o patrulhamento preventivo. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 26/06/2026.","Segurança"
"EXTRATO DE REGISTRO DE PREÇOS Nº 991/2024 - PROCESSO: 2024/09812. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Contratação de serviços sistema de radiocomunicação para os agentes de trânsito. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 2023/00456. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Fornecimento de equipamentos de proteção individual (EPI) visando o patrulhamento preventivo, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PM-882/2023. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Locação de câmeras de monitoramento urbano para a Secretaria Municipal de Segurança Pública, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços de manutenção em equipamentos de proteção individual (EPI) para a Guarda Municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Segurança"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Registro de preços para armamento e munição para a Guarda Municipal. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 04/07/2026.","Segurança"
"EXTRATO DE CONTRATO Nº 160/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: CONSTRUTORA ALPHA LTDA. OBJETO DO CONTRATO: Registro de preços para drones para patrulhamento para o programa Cidade Segura. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Segurança"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e TECNOLOGIA INTEGRADA LTDA. OBJETO: Registro de preços para treinamento tático para o programa Cidade Segura. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 04/08/2026.","Segurança"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Fornecimento de câmeras de monitoramento urbano para a Guarda Municipal. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 05/07/2026.","Segurança"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Fornecimento de fardamento completo visando o patrulhamento preventivo, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Segurança"
